id,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,Hardness
8722,116,8.07666,14.5,5,32.387739,11.5108625,2.7845,1.7595,0.865,0.492799,1.15072,6.8
8723,58,7.558488,10,5,20.29889263,10.9485,2.706,1.678,0.88,0.498454,1.07443,5.5
8724,68,13.385996,13.5,4.8,29.568292,10.75912,2.225,1.904,1.224,0.4818275,2.53985,5.5
8725,50,11.351332,10,4.8,20.29889263,10.993994,2.675,1.736,0.925,0.492736,0.77525,5
8726,92,19.334,30.66666667,5.6,68.56273,9.1302,2.687,1.904,1.184,0.45825,2.94022,1.8
8727,28,0.864995,14,4,29.21788464,10.77600833,2.33,1.99,0.985,0.487813333,2.74155,2.3
8728,128,10.507072,12,4,24.808518,11.38168,2.644,1.714,0.774,0.499514,1.0359,6
8729,86,4.542664,14.33333333,4,30.55068667,11.77173333,2.53,1.923333333,0.92,0.48273,1.03213,4
8730,58,11.874,19.33333333,4.666666667,39.98766667,11.55673333,2.33,1.88,1.106666667,0.487833333,2.2928,6.3
8731,92,13.747992,9.2,4.8,18.60817185,12.30176,2.826,1.742,0.782,0.492799,0.47413,2.5
8732,36,7.134332,18,4,40.689515,9.159866667,2.205,1.913333333,1.18,0.448895,4.72,6
8733,36,3.55,18,4,37.346215,8.2366,1.79,2.055,1.39,0.499,0.56215,2.5
8734,214,23.38089925,18,4,39.568056,11.23408,2.796,1.728,0.88,0.4840125,3.1504,5.8
8735,137,13.277328,42,4,98.3407975,11.61422,2.545,1.907,1.2,0.457615,6.0674,3
8736,62,10.082327,21,4.666666667,50.23602,9.072366667,2.83,1.743333333,1.19,0.474726667,1.96919,5.5
8737,126,13.747992,12.2,4.8,26.2038268,11.79886,2.884,1.743,0.864,0.492719,1.86581,6
8738,30,1.74316,7.5,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.54957,3.8
8739,132,20.807992,13.42222222,4.666666667,27.60901667,11.25995556,2.754666667,1.556666667,0.874222222,0.487833333,1.10889,6
8740,144,19.382,24.8,5.6,53.441338,9.8771,2.703,1.859,1.285,0.45877,2.16955,2
8741,165,10.065992,10,4.5,22.20604333,10.340425,2.675,1.631,0.91,0.492719,1.0627,5.5
8742,122,13.385996,12.2,4.8,26.2038268,11.79886,2.805,1.656,0.864,0.489486,1.83476,6
8743,220,30.655328,23,4.8,49.204038,9.8771,2.675,1.736,1.224,0.475566,5.54914,2.5
8744,42,7.767992,12,4.8,26.2038268,11.7051,2.81,1.74,0.86,0.491678,1.22872,6
8745,80,5.203996,10,5,20.016938,11.64556,2.79,1.656,0.895,0.495328,1.027,9.5
8746,108,12.417996,12.66666667,4.666666667,26.62168667,11.543,2.876666667,1.761666667,0.98,0.492719,1.89676,5.5
8747,90,7.73466,9,3.5,18.60817185,12.0863,2.65,1.6725,0.71,0.65138,0.9096,5.5
8748,120,13.747992,12,4.8,24.085483,11.17714,2.279,1.9072,0.945,0.491604,1.51422,6
8749,1264,74.3283715,6.117647059,3.764705882,12.08984941,12.232,2.705882353,1.527058824,0.694117647,0.613484706,0.50389,2.5
8750,100,7.558488,10,4.95,20.15577185,10.93895,2.828,1.7185,0.864,0.4970245,0.52225,5.8
8751,38,7.44274775,9.5,4.25,19.14036491,11.340425,2.6575,1.5425,0.7225,0.617395,0.5852,6.5
8752,220,24.70666,27.5,5.5,65.80676875,11.026725,2.9225,1.68,0.8925,0.47382125,3.78486,2.3
8753,152,7.957992,10,5,20.99408622,10.59066,2.75,1.495,0.71,0.6184925,0.6278,5.5
8754,68,9.107996,13.6,4.8,29.525338,11.5619,2.7065,1.75,0.914,0.486658,1.37405,4.3
8755,235,18.20589925,9,4.8,18.01515585,11.75962,2.825,1.626,0.768,0.547101,0.65552,1.5
8756,38,2.3341635,4.666666667,1.333333333,8.773226667,9.1312,2.33,1.906666667,0.62,0.82599,0.26619,2.8
8757,0,0,0,0,0,0,0,0,0,0,0.49925,1.5
8758,100,17.59,50,4,117.386335,9.01375,2.295,2.045,1.41,0.401635,7.66,1.5
8759,90,16.864992,18,5.6,39.466738,11.38168,2.796,1.702,0.88,0.482036,2.312,3.8
8760,166,11.07307175,10.5,4.75,21.985986,11.12386875,2.631875,1.788125,0.94625,0.481478,0.82121,5.5
8761,459,37.007299,9.2,4.4,18.54653572,12.0863,2.836,1.652,0.864,0.492799,0,3.5
8762,80,4.075328,6.666666667,4,13.01612833,11.71171667,2.771666667,1.556666667,0.823333333,0.481071667,0.49916,7.5
8763,76,16.864992,15.6,4.8,34.724218,10.98774,2.828,1.682,0.836,0.477854,1.13436,6
8764,82,17.59,41,4,95.225235,9.08885,2.53,1.99,1.16,0.41692,5.54333,1.8
8765,78,10.507072,13.75,4,27.44881367,9.152733333,2.295,2.0975,1.2375,0.49897,1.9368,5.5
8766,80,7.73466,10,5,20.25527838,11.026725,2.79,1.6725,0.8525,0.495275,0.78534,6.3
8767,64,26.09,32,5,72.2365,8.88835,2.115,2.045,1.12,0.474714,4.52755,7.8
8768,214,25.494,21.8,6,47.31542253,15.24581,3.443,1.662,0.836,0.460005,5.0988,3
8769,100,8.147992,10,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498454,0.6698,2.5
8770,106,4.632,10.96,4.7,21.98931204,10.98774,2.752,1.726,0.928,0.491224,0.89483,2.5
8771,36,8.903332,18,4,37.346215,11.50615,2.675,1.745,0.905,0.48855,0.56895,2.5
8772,3328,36.2474575,11.25,4.78125,22.97767467,10.95855833,2.6703125,1.798125,0.9775,0.4953025,0.51954,5.5
8773,100,7.558488,10,4,20.29889263,12.04083,2.675,1.765,0.905,0.492719,2.6772,2.8
8774,134,13.387328,22.8,5.6,49.204038,11.17714,2.675,1.736,0.946,0.47754,2.62853,3.8
8775,72,5.62148,9.2,4.8,18.439538,11.95216,2.934,1.656,0.824,0.499404,0.78394,3.5
8776,60,14.22,24.66666667,4.333333333,53.356,9.3432,2.24,1.900083333,1.12,0.47857,4.72,5.5
8777,114,13.925328,22.83333333,4.8,49.204038,11.74963333,2.44,1.716666667,0.893333333,0.478705,1.75184,6
8778,131,13.611328,21,4.333333333,50.23602,11.53381667,2.976666667,1.7,0.893333333,0.472976667,4.5665,6.5
8779,96,8.42666,12,4,24.50301875,11.2603,2.55,1.7,0.92,0.49954,1.05095,8
8780,278,38.844,24.57142857,4.571428571,53.43438714,10.58431429,2.772857143,1.738571429,1.2,0.478918571,4.5665,4
8781,100,7.87674775,10,4.8,20.53109824,11.0975047,2.694130435,1.740925,0.945,0.495736,0.89374,5.5
8782,46,7.87674775,14.8,4.8,29.525338,9.65936,2.225,1.908,1.24,0.477015,1.775,5.5
8783,144,10.803992,14.4,4.4,31.937418,11.33182,2.796,1.728,0.88,0.486236,1.51092,6
8784,114,9.87674775,12,4.75,24.55618878,11.70255,2.81,1.71,0.86,0.5936875,1.70155,6.5
8785,80,4.075328,10,4.666666667,20.21334878,11.79596667,2.736666667,1.676666667,0.893333333,0.4970075,0.8135,6
8786,41,13.551332,13.6,4.8,27.188418,10.73364,2.848,1.625,0.928,0.48502,1.4486,4
8787,80,5.62148,7.75,4,14.99685963,11.7051,2.6725,1.495,0.71,0.6184925,0.69519,5
8788,30,7.87674775,10,3.75,20.25527838,12.18425,2.7275,1.545,0.71,0.61443,1.36305,5.3
8789,50,4.073996,10,4.8,20.077018,11.90972,2.884,1.662,0.792,0.490932,0.88802,3.5
8790,515,73.958979,29.61904762,5.428571429,70.86662595,11.56352857,2.831904762,1.697142857,0.914285714,0.465708571,2.18789,3.8
8791,75,7.134332,15.66666667,4,33.46149333,11.543,2.33,1.753333333,0.893333333,0.488163333,1.95335,5
8792,92,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.848,0.499196,0.78394,2.5
8793,99,11.775328,16.66666667,4.666666667,35.457915,11.2396,2.768333333,1.75,0.96,0.482265,3.3354,6
8794,120,7.73466,10,6,20.29889263,10.2968,2.81,1.74,0.86,0.49907,0.77755,6.5
8795,68,4.073996,12.2,4.8,26.385218,10.9485,2.752,1.698,0.892,0.498454,1.7674,6
8796,50,4.663996,10,4.8,20.016938,11.64556,2.774,1.714,0.882,0.49954,1.09501,3
8797,46,8.42666,23,4,49.22444938,10.5015125,2.7275,1.855,0.98,0.4628675,4.44055,2.5
8798,92,10.962995,14.4,4.4,30.341818,10.9485,2.828,1.688,0.88,0.489486,1.83476,3.8
8799,198,13.9558185,7.92,4.16,15.69310028,11.61422,2.7136,1.546,0.7152,0.6164428,0.6698,5
8800,100,15.751996,50,3.833333333,117.386335,8.88835,2.135,1.943333333,1.18,0.448826667,7.66,5.5
8801,80,2.008328,8.333333333,5.333333333,16.58382167,13.51252,2.848333333,1.576,0.866666667,0.48039,0.51954,4
8802,214,45.3007895,39.5,5.2,93.8846,8.31996,2.308,1.908,1.224,0.466938,5.10922,2
8803,202,22.81264,20.2,5.6,47.31542253,10.987245,3.443,1.9072,0.946,0.460005,1.13436,2.8
8804,118,14.485992,11.8,4.6,24.5691257,10.78917,2.694,1.702,0.958,0.489272,1.23121,6
8805,58,3.18390975,9,5,20.18188193,11.67401667,2.858333333,1.788333333,0.823333333,0.491875833,0.8315,5.8
8806,108,15.26,36,3.5,90.2267,8.897,2.216666667,1.93,1.18,0.457615,7.66667,1.8
8807,120,8.93196,12,4.8,24.808518,11.20276,2.8355,1.767,0.91,0.491678,1.85565,6
8808,36,8.97992,18,5,37.346215,11.2603,2.675,1.925,1.1,0.44942,1.96919,3
8809,70,5.815328,10,4.571428571,20.09830286,11.13092857,2.611428571,1.662857143,0.964285714,0.498002857,0.71879,3.5
8810,112,12.419328,18.66666667,4.666666667,40.968055,11.14336667,1.903333333,1.816666667,1.036666667,0.462183333,1.06583,6
8811,202,22.908309,30,5.6,67.9394,9.65936,2.368,1.904,1.184,0.466938,4.28689,3
8812,62,2.332664,10,5.333333333,20.02735333,11.79596667,2.926666667,1.625,0.813333333,0.499506667,0.85401,6.5
8813,56,6.093996,10,3.75,22.212725,12.18425,2.68,1.592,0.7125,0.61443,1.96919,3
8814,448,32.75022425,7.346560847,3.341269841,15.99917199,12.39708757,2.55452381,1.464417989,0.628042328,0.698556614,0.86684,3.5
8815,0,0,0,4,0,0,0,1.99,0,0,0,1.5
8816,226,27.403984,12.2,4.8,24.789618,11.77556,2.884,1.698,0.925,0.498454,1.69886,6.8
8817,68,9.577996,14.6,4.8,29.525338,11.17714,2.684,1.907,0.914,0.482036,1.2188,5.5
8818,41,9.44,20.5,3.5,43.498522,8.79744,2.065,1.925,1.165,0.474324,3.26959,2
8819,92,6.07141175,9.2,4.8,18.58636114,11.496916,2.926,1.656,0.848,0.54279125,0.65972,3
8820,96,15.43,48,4,111.34115,8.71425,2.455,2.0975,1.28,0.459375,7.7439,2.5
8821,144,17.593,24,4.333333333,53.05033333,9.350333333,2.135,1.896666667,1.16,0.46833,3.31333,5.8
8822,93,5.203996,11.92,4.6,23.0113257,11.02384,2.764,1.5712,0.782,0.59004,0.59057,6
8823,50,4.03,10,5,20.25527838,11.43734,2.755,1.631,0.91,0.4931925,0.85728,6
8824,214,100.137,42.8,5.6,102.82756,9.1302,2.308,1.908,1.224,0.45825,5.0988,2
8825,66,17.593,22,3.666666667,54.05033333,8.604266667,2.18,1.896666667,1.16,0.470563333,5.86433,2.3
8826,726,44.4654595,6.282828283,3.676767677,13.68793776,12.44369704,2.7,1.395135135,0.558787879,0.706985657,0.4325,2.5
8827,52,7.44274775,10.7,4.7,21.98931204,12.04083,2.5696,1.542,0.774,0.543409111,0.84019,5.5
8828,127,13.355328,24.5,4,53.4902975,10.0743,2.24,1.99,1.12,0.439165,3.17705,1.8
8829,126,13.385996,14.5,4.5,31.937418,11.90972,2.708,1.678,0.895,0.48502,1.3459,5.5
8830,138,15.292981,11.6,4.4,22.9889468,11.14446,2.706,1.678,0.892,0.482265,2.28126,2.3
8831,36,7.441332,18,4,36.0685,11.28095,2.545,1.765,1.12,0.479965,1.66028,2.5
8832,82,11.874,31,2.666666667,69.592128,9.152733333,1.95,1.9,1.233333333,0.446356667,6.0674,3.8
8833,112,11.463996,20.2,4,47.31542253,11.2603,2.305,1.9072,0.946,0.48502,3.26948,3
8834,339,32.75022425,9.181818182,4.636363636,18.96581266,11.13093636,2.72,1.76030303,0.898181818,0.508796061,0.82565,5.5
8835,87,7.134332,13,4,29.525338,10.629,2.675,1.745,0.905,0.48855,1.47355,5.5
8836,250,14.091992,12.4,4.8,25.077338,10.0743,2.727,1.74,0.91,0.496167,0.57713,5.5
8837,184,40.61,23,5,49.22444938,9.300975,2.25375,1.86625,1.1275,0.4756775,5.07625,3
8838,46,9.56632,23,4,48.7195,8.31996,2.2225,2.0975,1.5,0.479965,2.07315,2.5
8839,144,9.239992,14.4,5.2,30.341818,11.11696,2.828,1.72,0.944,0.481478,0.86737,6.5
8840,100,8.147992,10,5,20.49244912,11.107295,2.786875,1.72625,0.94625,0.491224,0.86724,5.5
8841,46,13.044328,22,3.666666667,47.69701,9.92285,2.073333333,1.913333333,1.233333333,0.462636667,6.44467,2.5
8842,43,4.243996,6.4,4,11.663548,12.22274,2.738,1.551,0.782,0.59004,0.11391,4
8843,82,10.65,29,4,68.162336,9.8771,2.225,1.907,1.224,0.448895,5.325,3.5
8844,440,43.510964,9.565217391,4.782608696,19.36275675,10.98881304,2.715652174,1.713695652,0.866956522,0.490102826,0.7958,7
8845,108,7.767992,9.4,4.8,18.439538,11.79886,2.644,1.626,0.912,0.492736,0.71978,6
8846,80,7.87674775,14.8,5,29.568292,11.38168,2.368,1.705,0.915,0.48273,1.74944,5
8847,64,15.55,32,5,71.6571,9.08885,2.02,1.88,1.2,0.448895,4.74,2
8848,116,8.577996,10.4,4.8,20.077018,11.33044,2.706,1.678,0.892,0.498454,0.85728,6
8849,38,1.55316,12.66666667,5.333333333,26.02493544,13.65293333,2.986666667,1.75,0.98,0.487833333,1.78823,4.8
8850,134,17.59,67,5,167.4,8.21315,1.95,2.04,1.29,0.401635,0.59255,3
8851,86,6.508664,17.33333333,4.666666667,39.98766667,11.63446667,2.831666667,1.718333333,0.916666667,0.488868889,2.70793,6.3
8852,100,8.337992,10,4.8,20.151515,10.629,2.675,1.736,0.91,0.49512,0.85358,6
8853,80,6.32407475,7.333333333,3.777777778,14.90033765,12.5519,2.681111111,1.548333333,0.724444444,0.608156111,0.53649,2.5
8854,239,23.3814855,22.71881818,4.681818182,46.52035682,11.40826667,2.718818182,1.716818182,0.923,0.482451923,2.53683,2
8855,278,27.10599,28.8,5.6,68.16233625,10.88369,2.884,1.74,1.16,0.474714,3.87311,2.5
8856,66,5.401996,13.2,4.4,27.188418,10.75912,2.572,1.796,1.028,0.491714,0.88802,5.5
8857,96,8.42666,12.25,4.625,24.50301875,11.1479375,2.705,1.7,0.945,0.49463625,0.80454,5
8858,98,13.35,49,4,119.6295,9.251425,2.295,1.97,1.22,0.447985,6.313,2.5
8859,126,13.385996,24.5,4.8,53.4902975,11.64556,2.774,1.74,0.882,0.474324,2.06989,2.8
8860,134,17.593,67,4,167.4,8.88835,2.135,1.896666667,1.15,0.478464,6.78733,3
8861,150,14.485992,8.4,3.8,16.862138,12.20004,2.586,1.592,0.836,0.493032,1.00244,4
8862,36,5.43,18,4,39.568056,9.8771,2.115,1.905,1.12,0.47754,2.22589,2.5
8863,235,60.674,23.5,3.1,50.1811,8.79744,2.165,1.904,1.15,0.439165,6.2105,3
8864,36,3.55,18,4,36.0685,8.2366,1.79,2.055,1.39,0.499,0.75249,4
8865,296,31.72939975,39.5,5.6,93.8846,9.65936,2.368,1.9072,1.184,0.436875,5.97378,2.5
8866,43,16.864992,12.6,4.8,24.808518,12.0034,2.81,1.76,0.86,0.49512,2.07755,5.8
8867,128,17.2474855,12,4,24.50301875,11.72988,2.774,1.767,0.774,0.491678,1.99192,6
8868,58,9.107996,13.6,4.4,29.568292,12.046624,2.738,1.74,0.928,0.474714,2.37162,2.5
8869,144,7.283996,14.8,5.6,31.20491705,11.61422,2.884,1.736,0.964,0.467568,0.71978,2.5
8870,196,20.834,24.5,5.5,53.4902975,9.0872,2.24,1.955,1.12,0.469715,5.118,1.8
8871,120,11.202328,10,4.666666667,20.02735333,11.49691667,2.806666667,1.716666667,0.92,0.499074167,0.59473,5.5
8872,46,9.107996,11.6,4,24.50301875,11.14446,2.68,1.732,0.9,0.4946015,1.92091,5.8
8873,94,10.082328,14.33333333,4.666666667,32.18733333,11.63995,2.831666667,1.753333333,0.983333333,0.487833333,1.51422,6
8874,20,4.663996,10,4,20.0468,10.63215,2.455,1.77,1.04,0.49512,0.88799,7
8875,278,27.269803,13.95,4.75,29.68067862,11.037175,2.7425,1.7185,0.88125,0.492799,1.96268,6
8876,94,10.584328,13.66666667,5,29.97368417,11.35476667,2.953333333,1.723333333,0.891666667,0.486506667,1.85225,6
8877,72,15.266328,13.2,4.8,27.188418,11.43734,2.81,1.74,0.8216,0.59004,2.9768,6
8878,235,60.674,23.5,3.52,50.1811,9.1302,2.308,1.908,1.224,0.45825,6.2105,3
8879,84,12.902,42,5,98.3407975,9.1985,2.03,1.955,1.3,0.429675,6.675,3
8880,86,8.841328,14.33333333,5,30.55068667,11.543,2.946666667,1.716666667,0.89,0.489506667,1.51422,7.5
8881,46,9.44,23,4,48.7195,9.01375,1.99,2.015,1.36,0.4756775,1.0047,1.5
8882,94,11.202328,15.66666667,4.8,34.47077917,11.87763333,2.765833333,1.753333333,0.925,0.48752,1.71759,6
8883,100,5.876908,10,4.8,20.21334878,10.993994,2.698,1.705,0.964,0.495736,0.97737,6
8884,128,20.415992,13.8,4.8,27.188418,10.98774,2.81,1.74,0.86,0.49282,1.86069,6
8885,100,6.697992,10,4.8,20.016938,11.64556,2.774,1.714,0.882,0.499726,0.6508,3
8886,105,6.674328,7.5,4,15.5703585,11.77173333,2.926666667,1.654,0.723333333,0.61443,0.70966,5.5
8887,63,9.683996,10.6,4.8,21.593638,11.14446,2.764,1.75,0.9,0.482036,1.80256,6.3
8888,42,3.6074435,10.54545455,4.727272727,21.64556805,11.00937879,2.751818182,1.716818182,0.937878788,0.499338182,0.79244,6
8889,0,0.04,0,0,0,0,0,0,0,0,0,1.5
8890,235,26.015984,11.4,5.6,23.14046936,15.24581,2.585,1.542,0.642,0.469715,1.3748,4.8
8891,134,16.676996,13.6,5.6,29.568292,12.0863,2.868,1.652,0.864,0.476196,2.65644,3.8
8892,144,14.485992,14.5,5,29.568292,10.9485,2.115,1.905,1.12,0.485951,1.01032,6
8893,128,13.385996,12.8,4.8,26.385218,11.38168,2.755,1.74,0.86,0.48502,1.0627,5.5
8894,72,8.109328,9.5,5.166666667,20.32523675,11.8264,2.765833333,1.625,0.813333333,0.488163333,1.00104,5
8895,96,9.683996,16,5.6,32.387739,12.39211,2.805,1.656,0.824,0.47907,1.8288,2
8896,185,20.29466,20.75,4.5,43.498522,11.7051,2.885,1.955,0.945,0.476095,1.16243,3.5
8897,90,11.463996,18,5.6,39.568056,12.0863,2.868,1.652,0.864,0.476196,1.51422,4.3
8898,128,3.94991025,4.666666667,5.166666667,8.808713333,13.51252,2.2,1.318666667,0.505333333,0.762368667,0.13389,2.3
8899,62,4.073996,9.571428571,4.762009213,18.96661693,11.20412857,2.59314762,1.699047619,0.824,0.493918571,0.83076,5.5
8900,74,3.94991025,7.4,4.2,14.610803,12.39211,2.68,1.551,0.708,0.598245,0.54117,2.8
8901,466,33.205655,10.3,4.8,20.077018,11.33182,2.682,1.732,0.896,0.496484,0.6508,6.8
8902,126,10.584328,11.6,4.833333333,22.97767467,11.82426667,2.566,1.656,0.923,0.47907,0.57713,2.5
8903,100,10.803992,10,4.8,20.3920334,10.56518,2.708,1.648,0.88,0.492736,1.03881,5.5
8904,77,17.2474855,23,4.25,49.22444933,9.370384,2.9425,1.905,1.2145,0.447885,5.10922,2.5
8905,80,7.60757525,10,4.8,20.29889263,11.17714,2.755,1.736,0.91,0.492719,0.7768,6.5
8906,790,121.42,39.5,4.2,93.78445,9.1302,2.308,1.904,1.224,0.45825,3.958,2
8907,232,9.93196,12.5,4.8,24.085483,11.43734,2.755,1.738,0.958,0.492719,0.69605,5.5
8908,126,15.604,26,4.666666667,61.19102,11.38168,2.852666667,1.78,0.96,0.477665,3.90755,6.5
8909,474,36.06939975,9.666666667,4,18.60817185,11.87763333,2.848,1.66,0.823333333,0.492736,0.51772,6
8910,222,27.403984,42.8,5.2,108.295515,10.13144,2.308,1.91,1.184,0.466938,6.2105,3.8
8911,403,35.70139175,11.36363636,4.363636364,23.26685811,11.01461515,2.674545455,1.766363636,0.885681818,0.498702121,1.0359,6.8
8912,58,8.505992,12,5,24.808518,11.36,2.58,1.742,1.5,0.48273,1.06583,6
8913,98,7.73466,9.8,4.8,19.8565257,10.9485,2.698,1.788,0.936,0.489272,0.89483,6
8914,884,121.42,44,5.28,102.82756,9.370384,2.298,1.9072,1.2,0.4618992,6.44467,3.5
8915,82,10.507072,21,4,43.498522,9.8771,2.295,1.825,1.12,0.47754,3.865,2
8916,46,16,21,4,45.87725,9.0872,2.28,1.9,1.22,0.47899,2.34255,3.8
8917,156,11.354575,17.33333333,4.666666667,39.98766667,11.65406667,2.751111111,1.716666667,0.884444444,0.478445556,1.9156,6
8918,100,10.099324,10,4.833333333,20.29889263,11.33044,2.845,1.716666667,0.891666667,0.491224167,0.82082,5.5
8919,70,0.973995,4.666666667,3.2,8.808713333,13.51252,2.668,1.318666667,0.505333333,0.762368667,0.13389,2.3
8920,72,10.209328,12,5,24.65418667,11.75441667,2.915,1.703333333,0.823333333,0.49402,1.02525,7.5
8921,220,41.181992,24.44444444,4.666666667,57.08166,11.61422,2.83,1.733333333,0.915555556,0.474726667,4.19744,6
8922,114,20.29466,49,4,119.6195,11.7051,2.8355,1.7185,0.946,0.44882095,5.25354,3.5
8923,33,7.441332,16.5,4,35.468537,10.52605,2.495,1.695,0.786,0.47754,2.6772,5.5
8924,58,2.70174775,7.5,3.5,14.99685963,12.046624,2.75375,1.7775,0.7656,0.6184925,0.70884,5.8
8925,114,8.885992,14.4,4.8,29.525338,11.14446,2.684,1.732,0.914,0.482036,1.08889,6.3
8926,46,9.133,23,4,48.7195,9.8771,2.115,1.905,1.12,0.462985,3.11533,3.8
8927,250,23.348983,12.5,4.8,25.79269724,11.47577,2.799,1.7575,0.899,0.47899,0.89483,2.8
8928,20,0.97258,10,4,20.99408622,11.28095,2.455,1.87,1.1,0.476095,0.67544,2.5
8929,220,22.81264,20,5,47.69701,11.28095,2.225,1.711,0.914,0.47899,2.0416,3.8
8930,43,7.87674775,10.75,5,21.985986,11.68835,2.80875,1.6825,0.88625,0.49391875,0.69605,5.8
8931,184,10.07666,22.5,4.25,49.22444938,11.75962,2.295,1.62625,0.945,0.4756775,4.4815,6
8932,93,10.507072,31.33333333,4,74.718706,10.73364,2.66,1.747333333,0.945,0.466388333,5.10922,1.5
8933,202,22.81264,20.2,6,47.31542253,15.24581,3.443,1.905,1.12,0.460005,4.28689,3.8
8934,94,11.202328,16.5,4.5,35.457915,11.24143333,2.763333333,1.763333333,0.98,0.480008333,1.9548,6
8935,90,7.73466,50,2,111.34115,9.0743,2.2425,2.0975,1.45,0.460005,7.775,4
8936,96,8.07666,12,5,26.2038268,11.68835,2.80875,1.6825,0.88625,0.489795,1.78823,5.8
8937,20,1.741332,10,4,20.151515,10.63215,2.375,1.625,1.02,0.496875,0.80212,5.5
8938,68,7.442664,11.33333333,4.666666667,22.41718167,11.26011667,2.848,1.786666667,0.996666667,0.499074167,0.50389,6
8939,93,36.025984,31.66666667,5,70.83746667,9.695,2.915,1.943333333,1.203333333,0.42692,5.86433,4
8940,45,20.29466,22.5,5,47.8025,9.3117,2.248,1.88,1.13,0.4448825,5.97378,4.8
8941,92,8.07666,8.4,4.8,18.60817185,11.02384,2.706,1.678,0.88,0.498454,0.82898,6
8942,389.7,31.2321355,9.244111349,4.467532468,18.48597796,12.97988634,3.161702128,1.46952024,0.736616702,0.540043721,0.77561,1.5
8943,106,8.885992,10.5,4.8,21.593638,10.59066,2.66,1.7575,0.899,0.490376,0.4966,6
8944,131,13.556992,14.55555556,4.666666667,31.18155778,11.2869,2.771111111,1.74,0.951111111,0.484194444,1.3513,6
8945,120,8.96849,10,4.333333333,20.49244912,10.85837292,2.58625,1.739791667,0.939583333,0.488163333,0.99502,5.5
8946,96,15.55,48,4,116.3255,10.39875,2.28,1.94,1.18,0.448895,6.7765,2.3
8947,194,30.92,39.5,4.5,90.2267,9.3117,1.985,1.9,1.18,0.4448825,6.77567,1.8
8948,36,10.507072,32,4,71.6571,9.8771,2.24,1.88,1.18,0.457615,1.55405,2.8
8949,0.956,7.441332,10,4.8,20.29889263,11.47577,2.799,1.7575,0.899,0.490376,0.87554,6.8
8950,46,3.443996,7.4,4.25,14.99685963,12.20004,2.6495,1.551,0.738,0.61443,0.65552,3
8951,58,7.558488,12,4.8,24.50301875,11.6104,2.695,1.698,0.896,0.492719,1.50857,5.5
8952,100,7.558488,10,4.8,20.29889263,10.91369,2.675,1.767,0.936,0.492719,0.82602,6
8953,180,7.4428315,9,5,18.01515585,11.7051,2.815,1.6725,0.895,0.5368794,0.65297,5.5
8954,58,11.463996,19,5.6,39.568056,12.0863,2.94,1.652,0.928,0.476196,2.6772,2.5
8955,55,8.147992,11.3,4.8,23.09969493,11.79886,2.805,1.656,0.832,0.496379,1.51422,3.5
8956,176,9.683996,10.8,4.8,21.98931204,11.17714,2.63625,1.748,0.912,0.485951,0.82121,6.5
8957,70,3.75541175,10,3.714285714,20.32331386,12.09581429,2.735714286,1.385714286,0.588571429,0.471968571,1.0047,3
8958,144,9.93196,18,5.6,39.568056,10.987245,2.368,1.904,1.15,0.474655,1.04374,5.8
8959,124,15.266328,20.66666667,5,46.44374833,11.63995,2.901666667,1.72,0.92,0.476711667,2.54439,6
8960,74,14.632,24.5,5.5,53.4902975,10.0743,2.295,1.825,1.12,0.469715,2.16955,1.8
8961,126,20.855328,32,4.8,71.6571,9.65936,2.865,1.654,0.985,0.448895,5.48,3
8962,100,0.97258,10,4.8,20.29889263,12.04083,2.755,1.631,0.91,0.495736,0.77755,2.5
8963,86,4.075328,15.66666667,4.5,33.33735333,11.25296667,2.726666667,1.7,0.896666667,0.485033333,1.71759,6.2
8964,92,16.864992,12.6,4.8,25.023328,11.974775,2.884,1.736,0.974,0.491678,1.96919,6
8965,235,60.674,23,4,48.7195,9.8771,2.14,1.925,1.165,0.47888,5.2515,2.5
8966,232,29.88839975,10.38095238,4.761904762,21.72522707,11.4348,2.701428571,1.701428571,0.877142857,0.543395238,1.57191,5.8
8967,46,9.577996,13.6,4,29.21788464,12.04083,2.884,1.662,0.792,0.490932,1.12352,5.5
8968,108,14.485992,12.4,4.8,24.5691257,11.17714,2.752,1.788,0.918,0.4840125,2.19978,6.5
